2024-12-22 11:39:20,637 INFO: Connected to Database
2024-12-22 11:39:20,640 INFO: Prepared operation for record: {'timestamp': '2024-11-01T08:00:00Z', 'location': 'Warehouse 1', 'temperature': 23.5}
2024-12-22 11:39:20,641 INFO: Prepared operation for record: {'timestamp': '2024-11-01T09:00:00Z', 'location': 'Warehouse 2', 'temperature': 22.1}
2024-12-22 11:39:20,641 INFO: Prepared operation for record: {'timestamp': '2024-11-01T10:00:00Z', 'location': 'Warehouse 3', 'temperature': 24.3}
2024-12-22 11:39:20,642 INFO: Prepared operation for record: {'timestamp': '2024-11-02T08:00:00Z', 'location': 'Warehouse 1', 'temperature': 23.8}
2024-12-22 11:39:20,642 INFO: Prepared operation for record: {'timestamp': '2024-11-02T09:00:00Z', 'location': 'Warehouse 2', 'temperature': 21.9}
2024-12-22 11:39:20,642 INFO: Prepared operation for record: {'timestamp': '2024-11-02T10:00:00Z', 'location': 'Warehouse 3', 'temperature': 24.6}
2024-12-22 11:39:20,643 INFO: Prepared operation for record: {'timestamp': '2024-11-03T08:00:00Z', 'location': 'Warehouse 1', 'temperature': 23.4}
2024-12-22 11:39:20,643 INFO: Prepared operation for record: {'timestamp': '2024-11-03T09:00:00Z', 'location': 'Warehouse 2', 'temperature': 22.3}
2024-12-22 11:39:20,643 INFO: Prepared operation for record: {'timestamp': '2024-11-03T10:00:00Z', 'location': 'Warehouse 3', 'temperature': 24.7}
2024-12-22 11:39:20,644 INFO: Prepared operation for record: {'timestamp': '2024-11-04T08:00:00Z', 'location': 'Warehouse 1', 'temperature': 23.9}
2024-12-22 11:39:20,644 INFO: Prepared operation for record: {'timestamp': '2024-11-04T09:00:00Z', 'location': 'Warehouse 2', 'temperature': 22.5}
2024-12-22 11:39:20,645 INFO: Prepared operation for record: {'timestamp': '2024-11-04T10:00:00Z', 'location': 'Warehouse 3', 'temperature': 24.2}
2024-12-22 11:39:20,645 INFO: Prepared operation for record: {'timestamp': '2024-11-04T11:00:00Z', 'location': 'Warehouse 1', 'temperature': 24.5}
2024-12-22 11:39:20,645 INFO: Prepared operation for record: {'timestamp': '2024-11-30T06:38:31.362777Z', 'location': 'Warehouse 1', 'temperature': 21.8}
2024-12-22 11:39:20,646 INFO: Prepared operation for record: {'timestamp': '2024-11-30T02:38:31.362777Z', 'location': 'Warehouse 1', 'temperature': 22.9}
2024-12-22 11:39:20,646 INFO: Prepared operation for record: {'timestamp': '2024-11-29T22:38:31.362777Z', 'location': 'Warehouse 1', 'temperature': 27.6}
2024-12-22 11:39:20,647 INFO: Prepared operation for record: {'timestamp': '2024-11-30T06:38:31.362777Z', 'location': 'Warehouse 2', 'temperature': 24.8}
2024-12-22 11:39:20,647 INFO: Prepared operation for record: {'timestamp': '2024-11-30T02:38:31.362777Z', 'location': 'Warehouse 2', 'temperature': 27.6}
2024-12-22 11:39:20,648 INFO: Prepared operation for record: {'timestamp': '2024-11-29T22:38:31.362777Z', 'location': 'Warehouse 2', 'temperature': 24.2}
2024-12-22 11:39:20,648 INFO: Prepared operation for record: {'timestamp': '2024-11-30T06:38:31.362777Z', 'location': 'Warehouse 3', 'temperature': 25.5}
2024-12-22 11:39:20,649 INFO: Prepared operation for record: {'timestamp': '2024-11-30T02:38:31.362777Z', 'location': 'Warehouse 3', 'temperature': 21.0}
2024-12-22 11:39:20,649 INFO: Prepared operation for record: {'timestamp': '2024-11-29T22:38:31.362777Z', 'location': 'Warehouse 3', 'temperature': 25.6}
2024-12-22 11:39:20,649 INFO: Prepared operation for record: {'timestamp': '2024-11-30T07:15:01.581160Z', 'location': 'Warehouse 1', 'temperature': 25.2}
2024-12-22 11:39:20,650 INFO: Prepared operation for record: {'timestamp': '2024-11-30T03:15:01.581160Z', 'location': 'Warehouse 1', 'temperature': 25.7}
2024-12-22 11:39:20,650 INFO: Prepared operation for record: {'timestamp': '2024-11-29T23:15:01.581160Z', 'location': 'Warehouse 1', 'temperature': 26.4}
2024-12-22 11:39:20,650 INFO: Prepared operation for record: {'timestamp': '2024-11-30T07:15:01.581160Z', 'location': 'Warehouse 2', 'temperature': 26.9}
2024-12-22 11:39:20,651 INFO: Prepared operation for record: {'timestamp': '2024-11-30T03:15:01.581160Z', 'location': 'Warehouse 2', 'temperature': 29.7}
2024-12-22 11:39:20,651 INFO: Prepared operation for record: {'timestamp': '2024-11-29T23:15:01.581160Z', 'location': 'Warehouse 2', 'temperature': 20.7}
2024-12-22 11:39:20,651 INFO: Prepared operation for record: {'timestamp': '2024-11-30T07:15:01.581160Z', 'location': 'Warehouse 3', 'temperature': 29.9}
2024-12-22 11:39:20,652 INFO: Prepared operation for record: {'timestamp': '2024-11-30T03:15:01.581160Z', 'location': 'Warehouse 3', 'temperature': 28.2}
2024-12-22 11:39:20,652 INFO: Prepared operation for record: {'timestamp': '2024-11-29T23:15:01.581160Z', 'location': 'Warehouse 3', 'temperature': 29.5}
2024-12-22 11:39:20,652 INFO: Prepared operation for record: {'location': 'Warehouse 1', 'timestamp': '2024-11-30T07:20:01.303135Z', 'temperature': 26.1}
2024-12-22 11:39:20,652 INFO: Prepared operation for record: {'location': 'Warehouse 1', 'timestamp': '2024-11-30T03:20:01.303135Z', 'temperature': 29.4}
2024-12-22 11:39:20,653 INFO: Prepared operation for record: {'location': 'Warehouse 1', 'timestamp': '2024-11-29T23:20:01.303135Z', 'temperature': 23.6}
